Entities,Tokens,Raw Text
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'B-Vegetable', 'O', 'O', 'B-Crop', 'I-Crop', 'O']","['With', 'this', 'grouping', 'in', 'mind', ',', 'prominent', 'agronomic', 'crop', 'types', 'consist', 'of', 'cereals', ',', 'oilseed', 'crops', ',', 'legumes', ',', 'fiber', 'crops', ',', 'sugar', 'crops', ',', 'forage', 'crops', ',', 'medicinal', 'crops', ',', 'root', 'crops', ',', 'tuber', 'crops', ',', 'and', 'vegetable', 'or', 'kitchen', 'garden', 'crops', '.']","With this grouping in mind , prominent agronomic crop types consist of cereals , oilseed crops , legumes , fiber crops , sugar crops , forage crops , medicinal crops , root crops , tuber crops , and vegetable or kitchen garden crops ."
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Chemical', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Chemical', 'I-Chemical', 'O']","['Whereas', ',', 'in', 'the', 'case', 'of', 'anti-transpirants', ',', 'highest', 'biological', 'yield', 'and', 'productivity', 'per', 'day', 'of', 'mustard', 'was', 'recorded', 'in', 'A4', 'as', 'compared', 'to', 'A1', 'but', 'it', 'was', 'at', 'par', 'with', 'A3', 'anti-transpirants', '.']","Whereas, in the case of anti-transpirants, highest biological yield and productivity per day of mustard was recorded in A4 as compared to A1 but it was at par with A3 anti-transpirants."
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Disaster', 'I-Natural_Disaster', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['This', 'paper', 'assesses', 'the', 'district', 'level', 'climate', 'vulnerability', 'in', 'the', 'state', 'of', 'Rajasthan', 'using', 'largescale', 'data', 'on', 'climate', 'and', 'socio-economic', 'variables', '.']",This paper assesses the district level climate vulnerability in the state of Rajasthan using largescale data on climate and socio-economic variables.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'B-Crop', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O']","['Such', 'non-destructively', 'collected', 'data', 'may', 'serve', 'as', 'quick', 'but', 'reliable', 'references', 'for', 'ground', 'measurements', 'in', 'a', 'wide', 'range', 'of', 'experiments', 'with', 'loosely-spaced', 'crops', ',', 'bushes', ',', 'and', 'trees', 'An', 'assessment', 'on', 'the', 'impact', 'of', 'long', 'term', '(', '20', 'years', ')', 'municipal', 'waste', 'disposal', 'on', 'soil', 'physicochemical', 'properties', 'and', 'soil', 'productivity', 'in', 'municipal', 'waste', 'dump', 'sites', 'was', 'carried', 'out', 'in', 'urban', 'Abakaliki', ',', 'southeastern', 'Nigeria', '.']","Such non-destructively collected data may serve as quick but reliable references for ground measurements in a wide range of experiments with loosely-spaced crops, bushes, and trees   An assessment on the impact of long term (20 years) municipal waste disposal on soil physicochemical properties and soil productivity in municipal waste dump sites was carried out in urban Abakaliki, southeastern Nigeria."
"['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Wilt', ',', 'common', 'symptom', 'of', 'plant', 'disease', 'resulting', 'from', 'water', 'loss', 'in', 'leaves', 'and', 'stems', '.']","Wilt, common symptom of plant disease resulting from water loss in leaves and stems."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['These', 'results', 'were', 'confirmed', 'by', 'a', 'high', 'coefficient', 'of', 'alienation', 'in', 'bulk', 'density', ',', '0.65', ';', 'total', 'porosity', ',', '0.58', ';', 'hydraulic', 'conductivity', ',', '0.87', ';', 'organic', 'matter', ',', '0.93', ';', 'total', 'N', ',', '0.82', ';', 'pH', ',', '0.85', 'and', 'cation', 'exchange', 'capacity', ',', '0.97', 'between', 'dump', 'and', 'non-dump', 'soils', '.']","These results were confirmed by a high coefficient of alienation in bulk density, 0.65; total porosity, 0.58; hydraulic conductivity, 0.87; organic matter, 0.93; total N, 0.82; pH, 0.85 and cation exchange capacity, 0.97 between dump and non-dump soils."
"['O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Longevity', 'of', 'heat', 'waves', 'across', 'India', 'has', 'extended', 'in', 'recent', 'years', 'with', 'warmer', 'night', 'temperatures', 'and', 'hotter', 'days', ',', 'and', 'this', 'trend', 'is', 'expected', 'to', 'continue', '.']","Longevity of heat waves across India has extended in recent years with warmer night temperatures and hotter days, and this trend is expected to continue."
"['O', 'O', 'O', 'O', 'B-Agri_Process', 'O', 'B-Organism', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'I-Organism', 'O', 'B-Organism', 'I-Organism', 'O', 'O', 'B-Organism', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Organism', 'B-Organism', 'O', 'O']","['We', 'demonstrated', 'experimentally', 'that', 'grazing', 'influences', 'bird', 'communities', 'within', 'productive', 'grasslands', ',', 'with', 'higher', 'utilization', 'promoting', 'more', 'Chestnut-collared', 'Longspur', '(', 'Calcarius', 'ornatus', ')', 'and', 'fewer', 'Baird', '’', 's', 'Sparrow', '(', 'Ammodramus', 'bairdii', ')', '.']","We demonstrated experimentally that grazing influences bird communities within productive grasslands, with higher utilization promoting more Chestnut-collared Longspur (Calcarius ornatus) and fewer Baird’s Sparrow (Ammodramus bairdii)."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Quantity', 'I-Quantity', 'O', 'B-Date_and_Time', 'O', 'O', 'O', 'B-Crop', 'I-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['With', 'the', 'likely', 'growth', 'of', 'the', 'world', ""'s"", 'population', 'toward', '10', 'billion', 'by', '2050', ',', 'demand', 'for', 'food', 'crops', 'will', 'grow', 'faster', 'than', 'demand', 'for', 'other', 'crops', '.']","With the likely growth of the world's population toward 10 billion by 2050, demand for food crops will grow faster than demand for other crops."
"['O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Date_and_Time', 'O']","['In', 'North', 'America', ',', 'a', 'novel', 'form', 'of', 'the', 'disease', ',', 'known', 'as', 'dogwood', 'anthracnose', ',', 'was', 'pinpointed', 'in', 'the', 'late', '1970s', '.']","In North America , a novel form of the disease , known as dogwood anthracnose , was pinpointed in the late 1970s ."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Many', 'of', 'the', 'drivers', 'behind', 'the', 'challenges', 'the', 'primary', 'industries', 'face', 'originate', 'beyond', 'the', 'farm', ',', 'orchard', 'or', 'forest', '(', 'Fielke', 'and', '4', 'Bardsley', '2015a', ')', '.']","Many of the drivers behind the challenges the primary industries face originate beyond the farm, orchard or forest (Fielke and 4 Bardsley 2015a)."
"['B-Nutrient', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'B-Nutrient', 'O', 'O', 'O', 'O', 'O', 'B-Field_Area', 'B-Field_Area', 'O']","['Phosphorus', '(', 'P', ')', 'is', 'considered', 'as', 'a', 'second', 'most', 'vital', 'plant', 'nutrient', 'as', 'well', 'as', 'second', 'most', 'deficient', 'about', '90', '%', 'in', 'agricultural', 'soils', 'of', 'Pakistan', 'following', 'the', 'nitrogen', 'which', 'boosts', 'and', 'insures', 'bumper', 'crop', 'yield', '.']",Phosphorus (P) is considered as a second most vital plant nutrient as well as second most deficient about 90% in agricultural soils of Pakistan following the nitrogen which boosts and insures bumper crop yield.
"['O', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'B-Quantity', 'I-Quantity', 'O', 'B-Date_and_Time', 'O', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O']","['It', 'is', 'projected', 'that', 'India', ""'s"", 'population', 'could', 'reach', '1.4', 'billion', 'by', '2025', 'and', 'may', 'exceed', 'China', ""'s"", 'in', 'the', '2040s', '.']",It is projected that India's population could reach 1.4 billion by 2025 and may exceed China's in the 2040s.
"['O', 'O', 'O', 'O', 'B-Weather', 'O', 'O', 'B-Disease', 'I-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'B-Location', 'I-Location', 'O', 'B-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'B-Location', 'O']","['Flourishing', 'in', 'tropical', ',', 'humid', 'conditions', ',', 'bacterial', 'blight', 'has', 'been', 'documented', 'in', 'rice-cultivating', 'areas', 'across', 'Asia', ',', 'the', 'western', 'coast', 'of', 'Africa', ',', 'Australia', ',', 'Latin', 'America', ',', 'and', 'the', 'Caribbean', '.']","Flourishing in tropical , humid conditions , bacterial blight has been documented in rice-cultivating areas across Asia , the western coast of Africa , Australia , Latin America , and the Caribbean ."
"['O', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['As', 'the', 'guava', 'season', 'in', 'India', 'progresses', ',', 'the', 'fruit', 'ripe', 'and', 'loses', 'its', 'hardness', ',', 'after', 'which', 'it', 'gets', 'a', 'soft', 'pulp', 'with', 'a', 'thin', 'outer', 'pale', 'green', 'or', 'yellow', 'skin', '.']","As the guava season in India progresses, the fruit ripe and loses its hardness, after which it gets a soft pulp with a thin outer pale green or yellow skin."
"['O', 'B-Location', 'I-Location', 'I-Location', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'I-Location', 'I-Location', 'I-Location', 'O']","['The', 'Guinea', 'Savannah', 'zone', 'covers', 'the', 'whole', 'of', 'Upper', 'West', 'and', 'Northern', 'regions', '.']",The Guinea Savannah zone covers the whole of Upper West and Northern regions.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organization', 'O', 'O', 'O', 'O']","['This', 'paper', 'intends', 'to', 'further', 'elaborate', 'on', 'this', 'idea', 'and', 'explore', 'what', 'the', 'implications', 'are', 'for', 'ASARECA', '’', 's', 'strategy', '.']",This paper intends to further elaborate on this idea and explore what the implications are for ASARECA’s strategy.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Food_Item', 'I-Food_Item', 'O', 'B-Food_Item', 'I-Food_Item', 'O', 'B-Food_Item', 'I-Food_Item', 'B-Food_Item', 'I-Food_Item', 'O', 'B-Food_Item', 'I-Food_Item', 'I-Food_Item', 'O', 'B-Food_Item', 'O', 'I-Food_Item', 'O', 'O', 'O']","['This', 'specific', 'variety', 'is', 'in', 'vogue', 'for', 'creating', 'fruit', 'salads', ',', 'apricot', 'pies', ',', 'apple', 'and', 'apricot', 'pies', ',', 'apricot', 'ice', 'creams', ',', 'sundaes', ',', 'and', 'other', 'desserts', '.']","This specific variety is in vogue for creating fruit salads , apricot pies , apple and apricot pies , apricot ice creams , sundaes , and other desserts ."
"['B-Disease', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Organism', 'O', 'B-Organism', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Canker', ',', 'plant', 'disease', ',', 'caused', 'by', 'numerous', 'species', 'of', 'fungi', 'and', 'bacteria', ',', 'that', 'occurs', 'primarily', 'on', 'woody', 'species', '.']","Canker, plant disease, caused by numerous species of fungi and bacteria, that occurs primarily on woody species."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Technology', 'O', 'O', 'O']","['Given', 'this', ',', 'understanding', 'those', 'underlying', 'factors', 'that', 'influence', 'the', 'adoption', 'of', 'PATs', 'is', 'vital', '.']","Given this, understanding those underlying factors that influence the adoption of PATs is vital."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Rainfall', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Natural_Resource', 'O', 'B-Natural_Resource', 'O', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'major', 'challenges', 'observed', 'for', 'the', 'adoption', 'of', 'crop', 'diversification', 'are', ';', 'maximum', 'cropped', 'area', 'of', 'the', 'country', 'is', 'dependent', 'on', 'rainfall', ',', 'sub-optimal', 'and', 'over-use', 'of', 'resources', 'like', 'land', 'and', 'water', ',', 'inadequate', 'supply', 'of', 'seeds', 'and', 'improved', 'plants', 'materials', ',', 'fragmentation', 'of', 'land', 'holding', 'and', 'inadequate', 'post-harvest', 'infrastructure', 'for', 'perishable', 'produce', '.']","The major challenges observed for the adoption of crop diversification are; maximum cropped area of the country is dependent on rainfall, sub-optimal and over-use of resources like land and water, inadequate supply of seeds and improved plants materials, fragmentation of land holding and inadequate post-harvest infrastructure for perishable produce."
"['O', 'O', 'O', 'O', 'B-Fruit', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Fruit', 'I-Fruit', 'O', 'O']","['You', 'will', 'have', 'different', 'apple', 'varieties', 'in', 'the', 'market', 'for', 'both', 'the', 'red', 'and', 'green', 'apple', 'species', '.']",You will have different apple varieties in the market for both the red and green apple species.
"['B-Chemical', 'O', 'O', 'B-Quantity', 'O', 'B-Chemical', 'O', 'O', 'B-Quantity', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Chemical', 'B-Chemical', 'O', 'B-Crop', 'O']","['Chlorantraniliprole', '0.4', '%', 'gr', '(', 'Ferterra', '0.4', '%', 'gr', ')', 'is', 'an', 'anthranillic', 'diamide', 'insecticide', 'in', 'granular', 'form', 'for', 'the', 'control', 'of', 'lepidopterous', 'pests', 'in', 'rice', '.']",Chlorantraniliprole 0.4% gr (Ferterra 0.4% gr) is an anthranillic diamide insecticide in granular form for the control of lepidopterous pests in rice.
"['O', 'B-Location', 'I-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'O', 'B-Location', 'I-Location', 'O']","['The', 'Coastal', 'Savannah', 'stretches', 'from', 'Central', 'region', 'through', 'Greater', 'Accra', 'to', 'the', 'Votal', 'region', '.']",The Coastal Savannah stretches from Central region through Greater Accra to the Votal region.
"['O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'I-Other_Quantity', 'I-Other_Quantity', 'O', 'O', 'B-Field_Area', 'I-Field_Area', 'I-Field_Area', 'O', 'B-Field_Area', 'I-Field_Area', 'I-Field_Area', 'I-Field_Area', 'O', 'B-Location', 'O', 'B-Season', 'O', 'B-Season', 'I-Season', 'O', 'B-Date_and_Time', 'O', 'B-Date_and_Time', 'O']","['This', 'study', 'was', 'carried', 'out', 'in', '64', 'indigenous', 'rice', 'genotypes', 'collected', 'from', 'North', 'Bank', 'Plains', 'and', 'Upper', 'Brahmaputra', 'valley', 'zones', 'of', 'Assam', 'during', 'rainy', ',', 'kharif', 'seasons', 'of', '2021', 'and', '2022', '.']","This study was carried out in 64 indigenous rice genotypes collected from North Bank Plains and Upper Brahmaputra valley zones of Assam during rainy, kharif seasons of 2021 and 2022."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'I-Location', 'O', 'B-Location', 'O', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Duration', 'I-Duration', 'I-Duration', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['The', 'selection', 'for', 'the', 'research', 'was', 'focused', 'on', 'the', 'district', 'of', 'Ranga', 'Reddy', 'in', 'Telangana', 'State', ',', 'India', ',', 'where', 'year-on-year', 'rice', 'yield', 'data', 'and', 'daily', 'weather', 'conditions', 'from', '1988', 'to', '2019', '(', '30th', 'to', '47th', 'Standard', 'Meteorological', 'Weeks', ')', 'were', 'collected', '.']","The selection for the research was focused on the district of Ranga Reddy in Telangana State , India , where year-on-year rice yield data and daily weather conditions from 1988 to 2019 ( 30th to 47th Standard Meteorological Weeks ) were collected ."
"['O', 'O', 'O', 'O', 'O', 'B-Agri_Process', 'I-Agri_Process', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['Thus', ',', 'increasing', 'productivity', 'of', 'rainfed', 'cropping', 'systems', 'is', 'an', 'urgent', 'task', 'to', 'meet', 'the', 'food', 'demand', 'of', 'an', 'ever-increasing', 'population', 'because', '57', '%', 'of', 'the', 'total', 'arable', 'land', 'area', 'of', '141', 'Mha', 'is', 'under', 'rainfed', 'farming', '.']","Thus, increasing productivity of rainfed cropping systems is an urgent task to meet the food demand of an ever-increasing population because 57% of the total arable land area of 141 Mha is under rainfed farming."
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Location', 'I-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['About', '80', '%', 'of', 'the', 'people', 'of', 'north-east', 'India', 'are', 'directly', 'or', 'indirectly', 'concerned', 'with', 'agriculture', '.']",About 80% of the people of north-east India are directly or indirectly concerned with agriculture.
"['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-Other_Quantity', 'I-Other_Quantity', 'O']","['Based', 'on', 'the', 'yield', 'attributing', 'characters', ',', 'the', 'cultivars', 'were', 'categorized', 'into', '8', 'clusters', '.']","Based on the yield attributing characters, the cultivars were categorized into 8 clusters."
"['B-Agri_Method', 'I-Agri_Method', 'O', 'B-Agri_Method', 'O', 'O', 'B-Agri_Method', 'I-Agri_Method', 'I-Agri_Method', 'O', 'B-Agri_Method', 'O', 'O', 'B-Crop', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['aerobic', 'rice', '(', 'AR', ')', 'and', 'conventional', 'transplanted', 'rice', '(', 'CTR', ')', 'in', 'kharif', 'and', '7', 'sub', 'plot', 'treatments', ',', 'viz', '.']","aerobic rice (AR) and conventional transplanted rice (CTR) in kharif and 7 sub plot treatments, viz."
"['O', 'O', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'B-Location', 'O', 'O', 'B-Location', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']","['In', 'general', ',', 'Hanumangarh', ',', 'Jaisalmer', ',', 'Ganganagar', ',', 'Bundi', ',', 'Bharatpur', ',', 'Jodhpur', ',', 'Bikaner', ',', 'Chittorgarh', ',', 'Alwar', ',', 'Baran', ',', 'and', 'Pratapgarh', 'are', 'marked', 'by', 'a', 'high', 'level', 'of', 'vulnerability', 'to', 'changes', 'in', 'climate', '.']","In general , Hanumangarh , Jaisalmer , Ganganagar , Bundi , Bharatpur , Jodhpur , Bikaner , Chittorgarh , Alwar , Baran , and Pratapgarh are marked by a high level of vulnerability to changes in climate ."
